type,entry,sl,tp,profit,balance,result,time,hour,session
SELL,4592.996,4595.627699901138,4582.469200395449,-3.22378592916445,1071.371523792319,LOSS,2026-01-13 03:53:00,3,Tokyo
BUY,4595.754,4593.621868197531,4604.282527209877,-3.214114571376957,1068.157409220942,LOSS,2026-01-13 04:04:00,4,Tokyo
SELL,4593.844,4597.76116356262,4578.175345749521,-3.2044722276628264,1064.9529369932793,LOSS,2026-01-13 05:07:00,5,Tokyo
BUY,4599.565,4595.3844171481815,4616.287331407272,-3.194858810979838,1061.7580781822994,LOSS,2026-01-13 05:27:00,5,Tokyo
SELL,4588.901,4597.122492996293,4556.015028014828,-3.1852742345468985,1058.5728039477526,LOSS,2026-01-13 05:33:00,5,Tokyo
BUY,4584.451,4582.097499632639,4593.865001469446,-3.175718411843258,1055.3970855359094,LOSS,2026-01-13 07:16:00,7,London
SELL,4582.144,4584.030477761959,4574.598088952163,-3.166191256607728,1052.2308942793015,LOSS,2026-01-13 07:17:00,7,London
BUY,4585.479,4581.851676163814,4599.988295344746,-3.1566926828379045,1049.0742015964636,LOSS,2026-01-13 07:31:00,7,London
SELL,4580.697,4584.007184661206,4567.456261355175,-3.1472226047893908,1045.926978991674,LOSS,2026-01-13 07:44:00,7,London
BUY,4586.648999999999,4581.014233000769,4609.18806799692,-3.137780936975022,1042.789198054699,LOSS,2026-01-13 08:07:00,8,London
SELL,4589.728,4589.728,4576.903403389028,0.0,1042.789198054699,BE,2026-01-13 09:28:00,9,London
BUY,4586.594,4584.386276978652,4595.4248920853925,-3.128367594164097,1039.660830460535,LOSS,2026-01-13 10:47:00,10,London
SELL,4584.851,4586.889548385432,4576.69680645827,-3.118982491381605,1036.5418479691534,LOSS,2026-01-13 11:17:00,11,London
BUY,4587.546,4584.830023653664,4598.409905385344,-3.1096255439074603,1033.432222425246,LOSS,2026-01-13 11:28:00,11,London
SELL,4585.789,4585.789,4576.173603246599,0.0,1033.432222425246,BE,2026-01-13 12:10:00,12,London
BUY,4588.738,4588.738,4610.2568773308185,12.40118666910295,1045.833409094349,WIN,2026-01-13 12:48:00,12,London
SELL,4609.531,4609.531,4561.634726071615,0.0,1045.833409094349,BE,2026-01-13 15:18:00,15,NewYork
BUY,4616.952,4613.448108810336,4630.967564758658,-3.1375002272830472,1042.695908867066,LOSS,2026-01-13 15:54:00,15,NewYork
SELL,4610.476,4610.476,4588.814055790271,0.0,1042.695908867066,BE,2026-01-13 16:08:00,16,NewYork
BUY,4610.87,4607.842716655545,4622.97913337782,-3.1280877266011977,1039.5678211404647,LOSS,2026-01-13 16:53:00,16,NewYork
SELL,4607.833,4611.199597434648,4594.366610261405,-3.118703463421394,1036.4491176770434,LOSS,2026-01-13 17:18:00,17,NewYork
BUY,4611.94,4609.304886314207,4622.480454743171,-3.10934735303113,1033.3397703240123,LOSS,2026-01-13 17:24:00,17,NewYork
SELL,4608.258,4611.295474841238,4596.108100635049,-3.100019310972037,1030.2397510130402,LOSS,2026-01-13 17:26:00,17,NewYork
BUY,4599.29,4594.496709259687,4618.463162961251,-3.0907192530391203,1027.149031760001,LOSS,2026-01-13 18:44:00,18,NewYork
SELL,4589.719,4597.404784254244,4558.975862983024,-3.081447095280003,1024.067584664721,LOSS,2026-01-13 19:02:00,19,NewYork
BUY,4598.089,4593.118757733839,4617.969969064645,-3.0722027539941634,1020.9953819107268,LOSS,2026-01-13 19:39:00,19,NewYork
SELL,4592.044,4595.168867099962,4579.5445316001515,-3.0629861457321805,1017.9323957649946,LOSS,2026-01-13 19:49:00,19,NewYork
BUY,4595.392,4593.209539201989,4604.121843192042,-3.053797187294984,1014.8785985776996,LOSS,2026-01-13 19:53:00,19,NewYork
SELL,4593.755,4595.175899731134,4588.071401075463,-3.0446357957330985,1011.8339627819664,LOSS,2026-01-13 19:54:00,19,NewYork
BUY,4596.0109999999995,4593.286037969892,4606.910848120428,-3.0355018883458995,1008.7984608936205,LOSS,2026-01-13 19:55:00,19,NewYork
SELL,4591.868,4591.868,4577.034951925058,12.105581530723446,1020.904042424344,WIN,2026-01-13 20:08:00,20,NewYork
BUY,4588.255,4585.898661597726,4597.680353609098,-3.0627121272730315,1017.841330297071,LOSS,2026-01-13 21:29:00,21,NewYork
SELL,4618.694,4621.008503674813,4609.435985300749,-3.053523990891213,1014.7878063061797,LOSS,2026-01-14 03:16:00,3,Tokyo
BUY,4623.245,4623.245,4641.007797095067,0.0,1014.7878063061797,BE,2026-01-14 03:38:00,3,Tokyo
SELL,4618.602,4634.655769348494,4554.386922606024,-3.044363418918539,1011.7434428872612,LOSS,2026-01-14 05:58:00,5,Tokyo
BUY,4633.464,4630.198648577556,4646.525405689776,-3.0352303286617834,1008.7082125585994,LOSS,2026-01-14 06:24:00,6,Tokyo
SELL,4626.626,4632.112219959174,4604.681120163306,-3.0261246376757986,1005.6820879209235,LOSS,2026-01-14 06:35:00,6,Tokyo
BUY,4634.384,4630.134005808941,4651.383976764237,-3.017046263762771,1002.6650416571608,LOSS,2026-01-14 06:48:00,6,Tokyo
SELL,4632.987,4632.987,4620.278576615757,0.0,1002.6650416571608,BE,2026-01-14 07:58:00,7,London
BUY,4633.505,4628.739155453564,4652.568378185743,-3.0079951249714827,999.6570465321894,LOSS,2026-01-14 08:46:00,8,London
SELL,4630.427,4636.059746380028,4607.8960144798875,-2.998971139596568,996.6580753925928,LOSS,2026-01-14 09:39:00,9,London
BUY,4634.822,4630.747449485659,4651.1202020573655,-2.9899742261777784,993.668101166415,LOSS,2026-01-14 10:20:00,10,London
SELL,4631.956,4634.821785293629,4620.492858825486,-2.9810043034992457,990.6870968629157,LOSS,2026-01-14 11:01:00,11,London
BUY,4634.487,4632.814619811634,4641.176520753465,-2.9720612905887474,987.715035572327,LOSS,2026-01-14 11:09:00,11,London
SELL,4630.299,4635.083782462883,4611.159870148466,-2.963145106716981,984.75189046561,LOSS,2026-01-14 11:30:00,11,London
BUY,4636.964,4630.943345782766,4661.0466168689345,-2.95425567139683,981.7976347942132,LOSS,2026-01-14 12:06:00,12,London
SELL,4633.129,4633.129,4620.844057884867,0.0,981.7976347942132,BE,2026-01-14 13:09:00,13,London
BUY,4636.873,4631.914506806336,4656.706972774653,-2.9453929043826395,978.8522418898306,LOSS,2026-01-14 13:45:00,13,London
SELL,4628.151,4628.151,4600.496755487571,11.746226902677966,990.5984687925086,WIN,2026-01-14 14:32:00,14,NewYork
BUY,4623.696,4617.791203034294,4647.315187862823,-2.9717954063775256,987.6266733861311,LOSS,2026-01-14 15:27:00,15,NewYork
SELL,4616.221,4619.521576992249,4603.0186920310025,-2.9628800201583934,984.6637933659727,LOSS,2026-01-14 15:31:00,15,NewYork
BUY,4619.336,4615.887527401692,4633.129890393234,-2.953991380097918,981.7098019858747,LOSS,2026-01-14 16:04:00,16,NewYork
SELL,4614.909,4614.909,4596.819333168627,0.0,981.7098019858747,BE,2026-01-14 16:42:00,16,NewYork
BUY,4615.178,4615.178,4634.926845719405,11.780517623830496,993.4903196097052,WIN,2026-01-14 17:59:00,17,NewYork
SELL,4628.698,4637.468935580517,4593.614257677935,-2.9804709588291156,990.5098486508762,LOSS,2026-01-14 20:07:00,20,NewYork
BUY,4641.114,4635.839377505983,4662.212489976066,-2.9715295459526283,987.5383191049235,LOSS,2026-01-14 20:12:00,20,NewYork
SELL,4635.548,4637.789927148804,4626.580291404783,-2.9626149573147704,984.5757041476087,LOSS,2026-01-14 20:14:00,20,NewYork
BUY,4616.427,4612.384352143718,4632.597591425125,-2.953727112442826,981.6219770351659,LOSS,2026-01-15 00:05:00,0,Tokyo
SELL,4613.537,4616.366802752415,4602.21778899034,-2.944865931105498,978.6771111040604,LOSS,2026-01-15 00:47:00,0,Tokyo
BUY,4608.8,4602.705245094225,4633.179019623102,-2.9360313333121812,975.7410797707482,LOSS,2026-01-15 02:08:00,2,Tokyo
SELL,4604.11,4604.11,4584.686953309664,11.70889295724898,987.4499727279972,WIN,2026-01-15 02:47:00,2,Tokyo
BUY,4595.161,4591.699256791486,4609.007972834057,-2.9623499181839916,984.4876228098132,LOSS,2026-01-15 04:24:00,4,Tokyo
SELL,4592.751,4594.360846328251,4586.311614686998,-2.9534628684294395,981.5341599413837,LOSS,2026-01-15 04:47:00,4,Tokyo
BUY,4594.875,4592.433933817086,4604.639264731657,-2.9446024798241512,978.5895574615595,LOSS,2026-01-15 04:54:00,4,Tokyo
SELL,4590.704,4590.704,4576.034537287893,0.0,978.5895574615595,BE,2026-01-15 05:01:00,5,Tokyo
BUY,4596.986,4596.986,4632.496119176182,0.0,978.5895574615595,BE,2026-01-15 05:52:00,5,Tokyo
SELL,4604.201,4608.985106689855,4585.064573240582,-2.9357686723846785,975.6537887891748,LOSS,2026-01-15 07:41:00,7,London
BUY,4605.59,4602.288772331711,4618.794910673158,-2.9269613663675242,972.7268274228072,LOSS,2026-01-15 08:43:00,8,London
SELL,4602.885,4604.4925722556,4596.454710977601,-2.9181804822684216,969.8086469405388,LOSS,2026-01-15 09:07:00,9,London
BUY,4604.141,4604.141,4611.491032194117,11.637703763286465,981.4463507038253,WIN,2026-01-15 09:29:00,9,London
SELL,4616.749,4619.8267861562035,4604.437855375185,-2.944339052111476,978.5020116517138,LOSS,2026-01-15 11:50:00,11,London
BUY,4619.413,4617.854597672976,4625.646609308095,-2.9355060349551416,975.5665056167587,LOSS,2026-01-15 11:53:00,11,London
SELL,4617.491,4619.76699276104,4608.387028955842,-2.926699516850276,972.6398060999085,LOSS,2026-01-15 11:54:00,11,London
BUY,4620.393,4617.8027157860115,4630.754136855954,-2.9179194182997255,969.7218866816088,LOSS,2026-01-15 12:03:00,12,London
SELL,4618.128,4618.128,4611.760136762313,0.0,969.7218866816088,BE,2026-01-15 12:06:00,12,London
BUY,4600.531,4600.531,4620.969051980258,0.0,969.7218866816088,BE,2026-01-15 14:21:00,14,NewYork
SELL,4610.253,4613.86167907106,4595.818283715757,-2.9091656600448266,966.812721021564,LOSS,2026-01-15 16:07:00,16,NewYork
BUY,4615.161,4615.161,4627.422707095724,0.0,966.812721021564,BE,2026-01-15 16:09:00,16,NewYork
SELL,4610.44,4616.423305880511,4586.506776477953,-2.9004381630646923,963.9122828584993,LOSS,2026-01-15 16:33:00,16,NewYork
BUY,4612.206999999999,4612.206999999999,4627.056738881432,0.0,963.9122828584993,BE,2026-01-15 17:20:00,17,NewYork
SELL,4616.136,4617.943872728223,4608.90450908711,-2.891736848575498,961.0205460099238,LOSS,2026-01-15 18:47:00,18,NewYork
BUY,4619.304,4616.071965326075,4632.232138695701,-2.8830616380297713,958.1374843718941,LOSS,2026-01-15 18:49:00,18,NewYork
SELL,4616.281,4618.057101325231,4609.176594699075,-2.8744124531156823,955.2630719187783,LOSS,2026-01-15 18:57:00,18,NewYork
BUY,4617.781,4617.781,4624.6612095762985,0.0,955.2630719187783,BE,2026-01-15 19:00:00,19,NewYork
SELL,4616.058,4616.058,4602.862011117507,11.46315686302534,966.7262287818037,WIN,2026-01-15 19:39:00,19,NewYork
BUY,4611.334,4611.334,4630.466685002692,0.0,966.7262287818037,BE,2026-01-15 21:08:00,21,NewYork
SELL,4612.339,4612.339,4597.886847947622,11.600714745381644,978.3269435271853,WIN,2026-01-15 23:25:00,23,Sydney
BUY,4606.442,4601.844354863175,4624.8325805473005,-2.934980830581556,975.3919626966037,LOSS,2026-01-16 01:26:00,1,Tokyo
SELL,4601.658,4601.658,4588.660552527011,0.0,975.3919626966037,BE,2026-01-16 01:55:00,1,Tokyo
BUY,4599.479,4596.635839540237,4610.8516418390545,-2.9261758880898108,972.4657868085139,LOSS,2026-01-16 03:17:00,3,Tokyo
SELL,4597.19,4597.19,4591.316520778099,0.0,972.4657868085139,BE,2026-01-16 03:25:00,3,Tokyo
BUY,4597.799,4595.627024097841,4606.486903608636,-2.9173973604255425,969.5483894480884,LOSS,2026-01-16 04:03:00,4,Tokyo
SELL,4595.686,4600.277268961192,4577.32092415523,-2.908645168344265,966.6397442797441,LOSS,2026-01-16 05:14:00,5,Tokyo
BUY,4601.1269999999995,4598.189068488207,4612.878726047168,-2.8999192328392325,963.7398250469049,LOSS,2026-01-16 05:28:00,5,Tokyo
SELL,4605.666,4605.666,4598.82092247677,11.564877900562859,975.3047029474677,WIN,2026-01-16 06:37:00,6,Tokyo
BUY,4608.169,4601.485828864516,4634.901684541934,-2.925914108842403,972.3787888386253,LOSS,2026-01-16 07:12:00,7,London
SELL,4603.749,4608.0269229242895,4586.637308302841,-2.917136366515876,969.4616524721094,LOSS,2026-01-16 08:38:00,8,London
BUY,4605.264999999999,4601.372303013601,4620.835787945594,-2.9083849574163283,966.5532675146932,LOSS,2026-01-16 10:06:00,10,London
SELL,4603.322,4607.619065166027,4586.133739335892,-2.8996598025440794,963.6536077121491,LOSS,2026-01-16 10:56:00,10,London
BUY,4609.17,4603.931753439425,4630.122986242301,-2.890960823136447,960.7626468890127,LOSS,2026-01-16 11:20:00,11,London
SELL,4607.844,4607.844,4590.779937816015,11.529151762668151,972.2917986516808,WIN,2026-01-16 12:23:00,12,London
BUY,4601.821,4601.821,4626.5980712677665,0.0,972.2917986516808,BE,2026-01-16 13:50:00,13,London
SELL,4588.79,4588.79,4504.661101052893,0.0,972.2917986516808,BE,2026-01-16 15:25:00,15,NewYork
BUY,4588.36,4588.36,4634.952215481978,11.667501583820169,983.9593002355009,WIN,2026-01-16 16:11:00,16,NewYork
SELL,4581.805,4589.63913054894,4550.468477804243,-2.951877900706503,981.0074223347945,LOSS,2026-01-16 17:21:00,17,NewYork
BUY,4585.099,4583.114888414491,4593.035446342035,-2.9430222670043835,978.0644000677901,LOSS,2026-01-16 18:14:00,18,NewYork
SELL,4582.584,4585.036016928905,4572.7759322843785,-2.9341932002033704,975.1302068675867,LOSS,2026-01-16 18:17:00,18,NewYork
BUY,4585.898999999999,4585.898999999999,4596.897341598969,0.0,975.1302068675867,BE,2026-01-16 18:19:00,18,NewYork
SELL,4584.451,4589.432027006896,4564.526891972418,-2.92539062060276,972.2048162469839,LOSS,2026-01-16 18:59:00,18,NewYork
BUY,4588.449,4588.449,4602.336487082083,0.0,972.2048162469839,BE,2026-01-16 19:37:00,19,NewYork
SELL,4588.291,4588.291,4577.083056362472,0.0,972.2048162469839,BE,2026-01-16 20:30:00,20,NewYork
BUY,4597.0779999999995,4597.0779999999995,4642.576747830017,11.666457794963808,983.8712740419477,WIN,2026-01-16 21:19:00,21,NewYork
SELL,4665.631,4673.960507160993,4632.312971356029,-2.951613822125843,980.9196602198218,LOSS,2026-01-19 01:12:00,1,Tokyo
BUY,4664.081,4659.314771338143,4683.145914647428,-2.9427589806594656,977.9769012391623,LOSS,2026-01-19 02:58:00,2,Tokyo
SELL,4663.054,4663.054,4654.545153327868,0.0,977.9769012391623,BE,2026-01-19 03:45:00,3,Tokyo
BUY,4664.226,4660.780310024136,4678.008759903453,-2.933930703717487,975.0429705354449,LOSS,2026-01-19 04:27:00,4,Tokyo
SELL,4659.564,4662.841193454371,4646.455226182517,-2.925128911606335,972.1178416238386,LOSS,2026-01-19 04:37:00,4,Tokyo
BUY,4663.847,4663.847,4676.292760506751,11.665414099486062,983.7832557233246,WIN,2026-01-19 04:49:00,4,Tokyo
SELL,4669.747,4669.747,4649.918794258542,0.0,983.7832557233246,BE,2026-01-19 07:16:00,7,London
BUY,4672.601,4666.664221103865,4696.3481155845375,-2.9513497671699738,980.8319059561546,LOSS,2026-01-19 08:09:00,8,London
SELL,4667.296,4667.296,4658.066970392463,0.0,980.8319059561546,BE,2026-01-19 08:44:00,8,London
BUY,4670.05,4666.257226024703,4685.221095901187,-2.942495717868464,977.8894102382861,LOSS,2026-01-19 09:13:00,9,London
SELL,4667.763,4669.161622518239,4662.168509927044,-2.9336682307148583,974.9557420075713,LOSS,2026-01-19 09:34:00,9,London
BUY,4669.266,4667.225713772285,4677.427144910856,-2.9248672260227138,972.0308747815486,LOSS,2026-01-19 09:35:00,9,London
SELL,4667.068,4669.55242976989,4657.13028092044,-2.9160926243446457,969.114782157204,LOSS,2026-01-19 10:02:00,10,London
BUY,4666.347,4663.974893731343,4675.835425074625,-2.907344346471612,966.2074378107324,LOSS,2026-01-19 11:34:00,11,London
SELL,4664.256,4664.256,4657.72950418277,0.0,966.2074378107324,BE,2026-01-19 11:38:00,11,London
BUY,4665.961,4665.961,4679.147864395404,0.0,966.2074378107324,BE,2026-01-19 12:14:00,12,London
SELL,4667.381,4671.249744674849,4651.906021300604,-2.898622313432197,963.3088154973002,LOSS,2026-01-19 13:43:00,13,London
BUY,4669.767,4665.995272778451,4684.853908886194,-2.889926446491901,960.4188890508083,LOSS,2026-01-19 14:31:00,14,NewYork
SELL,4665.097,4668.065479772211,4653.223080911155,-2.881256667152425,957.5376323836558,LOSS,2026-01-19 14:39:00,14,NewYork
BUY,4668.423,4665.858287306466,4678.681850774135,-2.8726128971509675,954.6650194865049,LOSS,2026-01-19 14:55:00,14,NewYork
SELL,4666.457,4668.45948491105,4658.447060355802,-2.8639950584595146,951.8010244280454,LOSS,2026-01-19 15:22:00,15,NewYork
BUY,4670.586,4670.586,4688.015177434566,0.0,951.8010244280454,BE,2026-01-19 15:41:00,15,NewYork
SELL,4670.63,4673.255073433329,4660.1297062666845,-2.8554030732841365,948.9456213547612,LOSS,2026-01-19 17:12:00,17,NewYork
BUY,4672.308,4672.308,4679.040792440496,11.387347456257135,960.3329688110183,WIN,2026-01-19 17:38:00,17,NewYork
SELL,4675.19,4675.19,4666.667749627967,11.52399562573222,971.8569644367506,WIN,2026-01-19 19:02:00,19,NewYork
BUY,4670.018,4670.018,4696.4877593314195,11.662283573241007,983.5192480099915,WIN,2026-01-20 01:06:00,1,Tokyo
SELL,4667.759,4671.672589619562,4652.104641521752,-2.950557744029975,980.5686902659615,LOSS,2026-01-20 02:09:00,2,Tokyo
BUY,4672.789,4668.836573893697,4688.59870442521,-2.941706070797885,977.6269841951637,LOSS,2026-01-20 02:31:00,2,Tokyo
SELL,4668.624,4671.8199911350375,4655.840035459849,-2.9328809525854913,974.6941032425782,LOSS,2026-01-20 02:53:00,2,Tokyo
BUY,4672.865,4672.865,4688.271044750409,11.69632923891094,986.3904324814891,WIN,2026-01-20 03:19:00,3,Tokyo
SELL,4708.628,4710.454837434801,4701.320650260793,-2.9591712974444673,983.4312611840447,LOSS,2026-01-20 06:44:00,6,Tokyo
BUY,4710.872,4710.872,4720.216155547177,11.801175134208536,995.2324363182532,WIN,2026-01-20 06:45:00,6,Tokyo
SELL,4730.159,4730.159,4718.67241443917,0.0,995.2324363182532,BE,2026-01-20 10:28:00,10,London
BUY,4730.447,4726.414577008386,4746.576691966457,-2.9856973089547596,992.2467390092985,LOSS,2026-01-20 11:39:00,11,London
SELL,4728.655,4728.655,4718.842441496193,11.906960868111582,1004.1536998774101,WIN,2026-01-20 12:22:00,12,London
BUY,4728.621,4728.621,4750.612538002261,12.049844398528919,1016.203544275939,WIN,2026-01-20 13:46:00,13,London
SELL,4729.652,4740.515226351208,4686.1990945951675,-3.048610632827817,1013.1549336431111,LOSS,2026-01-20 15:25:00,15,NewYork
BUY,4737.344,4733.927456036921,4751.010175852315,-3.0394648009293332,1010.1154688421818,LOSS,2026-01-20 16:01:00,16,NewYork
SELL,4730.253,4735.618994577762,4708.789021688949,-3.030346406526546,1007.0851224356553,LOSS,2026-01-20 16:06:00,16,NewYork
BUY,4741.062,4741.062,4769.331266620897,12.085021469227865,1019.1701439048832,WIN,2026-01-20 16:11:00,16,NewYork
SELL,4757.908,4761.165737233032,4744.877051067874,-3.0575104317146495,1016.1126334731686,LOSS,2026-01-20 18:45:00,18,NewYork
BUY,4761.71,4758.1368082481995,4776.002767007202,-3.0483379004195057,1013.0642955727491,LOSS,2026-01-20 19:18:00,19,NewYork
SELL,4758.739,4758.739,4746.32535638457,0.0,1013.0642955727491,BE,2026-01-20 20:01:00,20,NewYork
BUY,4757.905,4757.905,4774.302470333566,12.156771546872989,1025.2210671196221,WIN,2026-01-20 21:01:00,21,NewYork
SELL,4758.943,4761.034979041629,4750.575083833483,-3.0756632013588665,1022.1454039182632,LOSS,2026-01-20 23:23:00,23,Sydney
BUY,4761.516,4761.516,4771.62440479267,12.26574484701916,1034.4111487652824,WIN,2026-01-20 23:35:00,23,Sydney
SELL,4829.845,4835.230909603988,4808.301361584049,-3.1032334462958473,1031.3079153189865,LOSS,2026-01-21 03:26:00,3,Tokyo
BUY,4837.572,4837.572,4855.206289251408,12.375694983827838,1043.6836103028143,WIN,2026-01-21 03:34:00,3,Tokyo
SELL,4861.255,4861.255,4807.9334175109025,0.0,1043.6836103028143,BE,2026-01-21 06:44:00,6,Tokyo
BUY,4855.263,4855.263,4886.748001460369,0.0,1043.6836103028143,BE,2026-01-21 07:52:00,7,London
SELL,4855.405,4860.977119528825,4833.116521884699,-3.131050830908443,1040.5525594719059,LOSS,2026-01-21 08:54:00,8,London
BUY,4861.053,4861.053,4873.101652689711,12.486630713662873,1053.0391901855687,WIN,2026-01-21 09:17:00,9,London
SELL,4861.516,4865.215810152706,4846.716759389175,-3.159117570556706,1049.880072615012,LOSS,2026-01-21 09:56:00,9,London
BUY,4865.995,4862.998270681985,4877.981917272061,-3.1496402178450364,1046.730432397167,LOSS,2026-01-21 10:08:00,10,London
SELL,4862.324,4864.903321276295,4852.006714894817,-3.1401912971915014,1043.5902410999756,LOSS,2026-01-21 10:11:00,10,London
BUY,4864.803,4862.039162412515,4875.858350349939,-3.1307707232999276,1040.4594703766757,LOSS,2026-01-21 10:44:00,10,London
SELL,4861.672,4864.508171140904,4850.327315436382,-3.121378411130027,1037.3380919655456,LOSS,2026-01-21 11:05:00,11,London
BUY,4864.532999999999,4864.532999999999,4872.491103438133,0.0,1037.3380919655456,BE,2026-01-21 11:12:00,11,London
SELL,4862.906,4862.906,4848.946185917238,0.0,1037.3380919655456,BE,2026-01-21 11:41:00,11,London
BUY,4866.428,4863.14381418513,4879.564743259478,-3.112014275896637,1034.226077689649,LOSS,2026-01-21 12:05:00,12,London
SELL,4863.522,4863.522,4857.266392290402,12.410712932275787,1046.6367906219248,WIN,2026-01-21 12:09:00,12,London
BUY,4866.553,4861.768993060421,4885.689027758315,-3.1399103718657746,1043.496880250059,LOSS,2026-01-21 12:35:00,12,London
SELL,4858.766,4864.159102706795,4837.193589172817,-3.130490640750177,1040.3663896093087,LOSS,2026-01-21 12:50:00,12,London
BUY,4866.708,4862.25054319035,4884.537827238598,-3.1210991688279264,1037.2452904404809,LOSS,2026-01-21 12:59:00,12,London
SELL,4859.399,4864.073867654544,4840.6995293818245,-3.1117358713214425,1034.1335545691595,LOSS,2026-01-21 13:02:00,13,London
BUY,4868.797,4862.379053333325,4894.468786666698,-3.1024006637074786,1031.0311539054521,LOSS,2026-01-21 13:10:00,13,London
SELL,4857.514,4871.616805915572,4801.102776337714,-3.0930934617163564,1027.9380604437358,LOSS,2026-01-21 14:07:00,14,NewYork
BUY,4869.572999999999,4860.994851124868,4903.8855955005265,-3.0838141813312077,1024.8542462624046,LOSS,2026-01-21 14:43:00,14,NewYork
SELL,4856.282,4862.517906685436,4831.338373258256,-3.074562738787214,1021.7796835236173,LOSS,2026-01-21 14:47:00,14,NewYork
BUY,4865.811,4858.681684748929,4894.3282610042825,-3.065339050570852,1018.7143444730465,LOSS,2026-01-21 15:08:00,15,NewYork
SELL,4852.804,4852.804,4822.450637976821,12.224572133676558,1030.938916606723,WIN,2026-01-21 15:17:00,15,NewYork
BUY,4853.304,4842.491576345736,4896.553694617058,-3.092816749820169,1027.8460998569028,LOSS,2026-01-21 15:57:00,15,NewYork
SELL,4833.998,4846.20648806688,4785.164047732476,-3.0835382995707086,1024.762561557332,LOSS,2026-01-21 16:21:00,16,NewYork
BUY,4827.531,4827.531,4858.666834916044,0.0,1024.762561557332,BE,2026-01-21 18:02:00,18,NewYork
SELL,4816.026,4816.026,4712.15132988494,0.0,1024.762561557332,BE,2026-01-21 19:30:00,19,NewYork
BUY,4797.638,4797.638,4825.17712764091,12.297150738687984,1037.05971229602,WIN,2026-01-21 20:30:00,20,NewYork
SELL,4816.123,4816.123,4760.369358725322,0.0,1037.05971229602,BE,2026-01-21 23:05:00,23,Sydney
BUY,4791.878,4788.16229776,4806.7408089599985,-3.1111791368880604,1033.948533159132,LOSS,2026-01-22 00:54:00,0,Tokyo
SELL,4774.409,4790.070066163877,4711.764735344492,-3.101845599477396,1030.8466875596546,LOSS,2026-01-22 01:04:00,1,Tokyo
BUY,4795.411,4787.60967315824,4826.61630736704,-3.092540062678964,1027.7541474969755,LOSS,2026-01-22 01:19:00,1,Tokyo
SELL,4792.723,4792.723,4770.118115368723,0.0,1027.7541474969755,BE,2026-01-22 02:06:00,2,Tokyo
BUY,4790.442,4790.442,4804.393918158578,12.333049769963706,1040.0871972669393,WIN,2026-01-22 03:23:00,3,Tokyo
SELL,4795.797,4798.044862730572,4786.805549077709,-3.120261591800818,1036.9669356751385,LOSS,2026-01-22 05:29:00,5,Tokyo
BUY,4799.5109999999995,4796.200402874655,4812.753388501377,-3.110900807025416,1033.856034868113,LOSS,2026-01-22 05:32:00,5,Tokyo
SELL,4824.959,4833.5380754475045,4790.642698209981,-3.1015681046043393,1030.7544667635086,LOSS,2026-01-22 08:11:00,8,London
BUY,4831.229,4827.313526884948,4846.890892460208,-3.092263400290526,1027.6622033632182,LOSS,2026-01-22 08:59:00,8,London
SELL,4822.915,4831.19034420631,4789.8136231747585,-3.0829866100896544,1024.5792167531285,LOSS,2026-01-22 09:33:00,9,London
BUY,4825.592,4825.592,4837.103775255399,0.0,1024.5792167531285,BE,2026-01-22 10:27:00,10,London
SELL,4825.331,4830.619298632657,4804.177805469373,-3.073737650259386,1021.5054791028691,LOSS,2026-01-22 12:06:00,12,London
BUY,4832.141,4827.68962378596,4849.946504856158,-3.0645164373086073,1018.4409626655605,LOSS,2026-01-22 12:28:00,12,London
SELL,4827.04,4827.04,4814.05693872664,0.0,1018.4409626655605,BE,2026-01-22 12:51:00,12,London
BUY,4828.872,4825.393551857438,4842.785792570249,-3.0553228879966814,1015.3856397775638,LOSS,2026-01-22 13:22:00,13,London
SELL,4822.016,4827.705260265364,4799.2589589385425,-3.0461569193326916,1012.3394828582311,LOSS,2026-01-22 13:34:00,13,London
BUY,4824.223,4824.223,4836.892978710128,12.148073794298774,1024.48755665253,WIN,2026-01-22 14:15:00,14,NewYork
SELL,4914.985,4914.985,4904.090435380337,0.0,1024.48755665253,BE,2026-01-22 19:44:00,19,NewYork
BUY,4922.173,4914.192031507486,4954.096873970056,-3.07346266995759,1021.4140939825724,LOSS,2026-01-22 20:06:00,20,NewYork
SELL,4917.387,4922.49139809806,4896.9694076077585,-3.0642422819477173,1018.3498517006246,LOSS,2026-01-22 20:58:00,20,NewYork
BUY,4923.9619999999995,4923.9619999999995,4940.929148644696,12.220198220407497,1030.570049921032,WIN,2026-01-22 21:17:00,21,NewYork
SELL,4934.143,4940.802043057504,4907.506827769983,-3.091710149763096,1027.478339771269,LOSS,2026-01-22 23:35:00,23,Sydney
BUY,4953.919,4939.050083499466,5013.394666002134,-3.0824350193138073,1024.3959047519552,LOSS,2026-01-22 23:48:00,23,Sydney
SELL,4949.233,4952.6398415831045,4935.605633667583,-3.0731877142558655,1021.3227170376994,LOSS,2026-01-23 00:45:00,0,Tokyo
BUY,4954.081,4954.081,4967.3520161974175,12.255872604452392,1033.5785896421517,WIN,2026-01-23 00:49:00,0,Tokyo
SELL,4940.173,4953.462704655953,4887.014181376188,-3.100735768926455,1030.4778538732253,LOSS,2026-01-23 01:06:00,1,Tokyo
BUY,4954.130999999999,4949.071447138944,4974.369211444222,-3.0914335616196764,1027.3864203116057,LOSS,2026-01-23 01:36:00,1,Tokyo
