type,entry,sl,tp,profit,balance,result,time,hour,session
SELL,4931.403,4937.9345224392655,4905.276910242939,-2.6375702030065513,876.5524974658439,LOSS,2026-02-12 19:30:00,19,NewYork
BUY,4944.911,4936.531799300885,4978.427802796461,-2.6296574923975315,873.9228399734463,LOSS,2026-02-12 19:34:00,19,NewYork
SELL,4940.881,4940.881,4923.229183836013,10.487074079681356,884.4099140531277,WIN,2026-02-12 20:13:00,20,NewYork
BUY,4923.785,4920.29370426571,4937.750182937158,-2.6532297421593833,881.7566843109684,LOSS,2026-02-12 21:35:00,21,NewYork
SELL,4917.938,4922.183009540486,4900.957961838058,-2.645270052932905,879.1114142580354,LOSS,2026-02-12 21:43:00,21,NewYork
BUY,4925.487999999999,4920.023419945623,4947.346320217506,-2.637334242774106,876.4740800152613,LOSS,2026-02-12 21:54:00,21,NewYork
SELL,4889.183,4920.4491182897455,4764.118526841018,-2.629422240045784,873.8446577752155,LOSS,2026-02-12 23:01:00,23,Sydney
BUY,4921.471,4914.511373185822,4949.30950725671,-2.6215339733256466,871.2231238018899,LOSS,2026-02-12 23:24:00,23,Sydney
SELL,4912.663,4918.02280994865,4891.2237602053965,-2.6136693714056696,868.6094544304842,LOSS,2026-02-12 23:44:00,23,Sydney
BUY,4921.875,4921.875,4947.758307774231,10.423313453165811,879.0327678836501,WIN,2026-02-13 00:03:00,0,Tokyo
SELL,4975.938,4982.728451699268,4948.77619320293,-2.63709830365095,876.3956695799991,LOSS,2026-02-13 03:22:00,3,Tokyo
BUY,4982.6669999999995,4978.539099863607,4999.178600545571,-2.6291870087399976,873.7664825712591,LOSS,2026-02-13 03:59:00,3,Tokyo
SELL,4977.595,4980.686937139595,4965.227251441621,-2.621299447713777,871.1451831235453,LOSS,2026-02-13 04:11:00,4,Tokyo
BUY,4982.223,4982.223,4995.742510072587,10.453742197482544,881.5989253210279,WIN,2026-02-13 04:12:00,4,Tokyo
SELL,4980.154,4980.154,4961.689382080922,0.0,881.5989253210279,BE,2026-02-13 04:42:00,4,Tokyo
BUY,4984.806,4978.203780180613,5011.214879277547,-2.6447967759630835,878.9541285450648,LOSS,2026-02-13 05:27:00,5,Tokyo
SELL,4972.917,4972.917,4945.545950922186,10.547449542540777,889.5015780876056,WIN,2026-02-13 05:32:00,5,Tokyo
BUY,4967.3589999999995,4956.576299486422,5010.4898020543105,-2.6685047342628168,886.8330733533428,LOSS,2026-02-13 06:59:00,6,Tokyo
SELL,4978.651,4981.132638501258,4968.724445994967,-2.6604992200600286,884.1725741332828,LOSS,2026-02-13 09:07:00,9,London
BUY,4979.17,4971.748174249966,5008.857303000137,-2.6525177223998484,881.520056410883,LOSS,2026-02-13 10:28:00,10,London
SELL,4970.149,4970.149,4955.589786608586,10.578240676930596,892.0982970878135,WIN,2026-02-13 10:39:00,10,London
BUY,4954.629,4954.629,4983.150874480637,10.705179565053763,902.8034766528673,WIN,2026-02-13 12:01:00,12,London
SELL,4960.552,4967.768272850552,4931.686908597789,-2.708410429958602,900.0950662229087,LOSS,2026-02-13 13:21:00,13,London
BUY,4995.156,4967.565375303725,5105.5184987851,-2.7002851986687264,897.3947810242399,LOSS,2026-02-13 13:31:00,13,London
SELL,4974.494,4993.953926260816,4896.654294956735,-2.6921843430727197,894.7025966811672,LOSS,2026-02-13 14:43:00,14,NewYork
BUY,5001.036999999999,4992.6590637043155,5034.548745182735,-2.6841077900435018,892.0184888911236,LOSS,2026-02-13 14:48:00,14,NewYork
SELL,4998.083,4998.083,4974.135212860548,10.704221866693484,902.7227107578171,WIN,2026-02-13 15:52:00,15,NewYork
BUY,5008.129,5008.129,5057.795595035225,0.0,902.7227107578171,BE,2026-02-13 16:21:00,16,NewYork
SELL,5034.228,5034.228,5019.6310204689225,0.0,902.7227107578171,BE,2026-02-13 19:51:00,19,NewYork
BUY,5033.307,5033.307,5050.136726448213,0.0,902.7227107578171,BE,2026-02-13 21:04:00,21,NewYork
SELL,5020.209,5020.209,4959.1452119216565,10.832672529093806,913.5553832869109,WIN,2026-02-15 23:04:00,23,Sydney
BUY,5020.331999999999,5014.700173966425,5042.859304134298,-2.7406661498607328,910.8147171370501,LOSS,2026-02-16 00:55:00,0,Tokyo
SELL,5009.327,5016.136210894065,4982.090156423742,-2.7324441514111504,908.082272985639,LOSS,2026-02-16 01:02:00,1,Tokyo
BUY,5021.340999999999,5014.631680188939,5048.178279244242,-2.724246818956917,905.3580261666821,LOSS,2026-02-16 01:07:00,1,Tokyo
SELL,5023.089,5023.089,5006.056590790708,10.864296314000185,916.2223224806822,WIN,2026-02-16 02:13:00,2,Tokyo
BUY,4981.861,4981.861,4997.625536989911,10.994667869768188,927.2169903504504,WIN,2026-02-16 05:11:00,5,Tokyo
SELL,5007.852,5007.852,4986.12190547989,0.0,927.2169903504504,BE,2026-02-16 10:13:00,10,London
BUY,5003.58,5000.583418491795,5015.56632603282,-2.7816509710513513,924.435339379399,LOSS,2026-02-16 12:40:00,12,London
SELL,5000.272,5002.710166094472,4990.5193356221125,-2.7733060181381974,921.6620333612608,LOSS,2026-02-16 12:55:00,12,London
BUY,5002.612,5000.683024944395,5010.327900222422,-2.7649861000837825,918.897047261177,LOSS,2026-02-16 13:04:00,13,London
SELL,5000.95,5000.95,4994.123641817608,0.0,918.897047261177,BE,2026-02-16 13:13:00,13,London
BUY,4985.464,4985.464,5015.359284450478,0.0,918.897047261177,BE,2026-02-16 16:27:00,16,NewYork
SELL,4989.34,4992.492090109143,4976.73163956343,-2.756691141783531,916.1403561193935,LOSS,2026-02-16 18:03:00,18,NewYork
BUY,4993.085,4993.085,5003.619136301558,0.0,916.1403561193935,BE,2026-02-16 18:13:00,18,NewYork
SELL,4991.208,4995.413206521065,4974.387173915738,-2.7484210683581805,913.3919350510353,LOSS,2026-02-16 19:15:00,19,NewYork
BUY,4999.038,4993.061982791418,5022.942068834326,-2.7401758051531058,910.6517592458822,LOSS,2026-02-16 23:06:00,23,Sydney
SELL,4991.54,4994.950087361614,4977.899650553542,-2.731955277737647,907.9198039681446,LOSS,2026-02-16 23:16:00,23,Sydney
BUY,4999.347,4992.547708881115,5026.544164475539,-2.723759411904434,905.1960445562402,LOSS,2026-02-16 23:27:00,23,Sydney
SELL,4991.351,4991.351,4978.194766639333,10.862352534674882,916.058397090915,WIN,2026-02-16 23:35:00,23,Sydney
BUY,4958.945,4955.242270046367,4973.755919814532,-2.748175191272745,913.3102218996423,LOSS,2026-02-17 01:43:00,1,Tokyo
SELL,4961.459,4961.459,4949.604899776948,10.959722662795707,924.269944562438,WIN,2026-02-17 03:15:00,3,Tokyo
BUY,4960.085999999999,4954.154736122306,4983.811055510774,-2.772809833687314,921.4971347287507,LOSS,2026-02-17 04:28:00,4,Tokyo
SELL,4952.606,4952.606,4938.143904040939,11.057965616745008,932.5551003454957,WIN,2026-02-17 04:37:00,4,Tokyo
BUY,4904.543,4904.543,4942.112397875711,11.190661204145949,943.7457615496417,WIN,2026-02-17 06:35:00,6,Tokyo
SELL,4917.599,4921.46267987578,4902.144280496881,-2.831237284648925,940.9145242649927,LOSS,2026-02-17 08:44:00,8,London
BUY,4923.459,4919.6604517050255,4938.653193179897,-2.822743572794978,938.0917806921977,LOSS,2026-02-17 08:48:00,8,London
SELL,4920.731,4923.254415359566,4910.6373385617335,-2.8142753420765927,935.2775053501211,LOSS,2026-02-17 09:21:00,9,London
BUY,4929.299,4920.2061965202065,4965.670213919174,-2.8058325160503634,932.4716728340708,LOSS,2026-02-17 09:54:00,9,London
SELL,4921.695,4921.695,4894.272843114806,0.0,932.4716728340708,BE,2026-02-17 10:37:00,10,London
BUY,4926.123,4926.123,4947.75520308136,0.0,932.4716728340708,BE,2026-02-17 11:17:00,11,London
SELL,4934.061,4934.061,4923.5981241391255,11.189660074008849,943.6613329080797,WIN,2026-02-17 12:57:00,12,London
BUY,4877.547,4866.968018291016,4919.862926835934,-2.830983998724239,940.8303489093554,LOSS,2026-02-17 15:58:00,15,NewYork
SELL,4876.962,4880.941286016066,4861.044855935736,-2.822491046728066,938.0078578626274,LOSS,2026-02-17 16:48:00,16,NewYork
BUY,4868.86,4863.2784553681195,4891.1861785275205,-2.8140235735878822,935.1938342890395,LOSS,2026-02-17 18:05:00,18,NewYork
SELL,4881.416,4881.416,4841.2076150575585,0.0,935.1938342890395,BE,2026-02-17 19:31:00,19,NewYork
BUY,4881.398999999999,4878.650418615025,4892.393325539897,-2.8055815028671187,932.3882527861724,LOSS,2026-02-17 20:53:00,20,NewYork
SELL,4876.237,4880.957827723608,4857.353689105569,-2.7971647583585177,929.591088027814,LOSS,2026-02-17 21:09:00,21,NewYork
BUY,4883.032999999999,4879.068559177138,4898.890763291445,-2.7887732640834417,926.8023147637305,LOSS,2026-02-17 21:16:00,21,NewYork
SELL,4880.56,4880.56,4876.086089789932,11.121627777164765,937.9239425408953,WIN,2026-02-17 21:41:00,21,NewYork
BUY,4880.8949999999995,4879.685594856215,4885.732620575137,-2.8137718276226855,935.1101707132726,LOSS,2026-02-17 21:43:00,21,NewYork
SELL,4880.096,4880.096,4873.874755244944,11.221322048559271,946.3314927618319,WIN,2026-02-17 21:44:00,21,NewYork
BUY,4870.3769999999995,4870.3769999999995,4886.679312356969,11.355977913141983,957.6874706749738,WIN,2026-02-18 00:29:00,0,Tokyo
SELL,4931.222,4935.7214017967035,4913.224392813185,-2.8730624120249217,954.814408262949,LOSS,2026-02-18 06:03:00,6,Tokyo
BUY,4934.418,4930.155081423833,4951.469674304668,-2.864443224788847,951.9499650381601,LOSS,2026-02-18 06:49:00,6,Tokyo
SELL,4931.101,4931.101,4910.092610548168,11.423399580457922,963.3733646186181,WIN,2026-02-18 07:49:00,7,London
BUY,4921.724,4918.708724379564,4933.785102481745,-2.890120093855854,960.4832445247622,LOSS,2026-02-18 10:06:00,10,London
SELL,4918.269,4918.269,4906.018333619835,0.0,960.4832445247622,BE,2026-02-18 10:33:00,10,London
BUY,4916.427,4914.501967311666,4924.127130753335,-2.8814497335742866,957.6017947911879,LOSS,2026-02-18 11:24:00,11,London
SELL,4914.518,4914.518,4906.554844706912,11.491221537494255,969.0930163286821,WIN,2026-02-18 11:33:00,11,London
BUY,4918.003,4918.003,4937.677603705967,0.0,969.0930163286821,BE,2026-02-18 12:03:00,12,London
SELL,4993.578,4999.2010363783065,4971.085854486776,-2.9072790489860463,966.185737279696,LOSS,2026-02-18 16:23:00,16,NewYork
BUY,5004.405,4996.829864441022,5034.705542235909,-2.8985572118390883,963.287180067857,LOSS,2026-02-18 16:36:00,16,NewYork
SELL,4999.632,4999.632,4990.280074771968,0.0,963.287180067857,BE,2026-02-18 17:10:00,17,NewYork
BUY,5000.16,4997.812617549078,5009.549529803688,-2.889861540203571,960.3973185276534,LOSS,2026-02-18 18:02:00,18,NewYork
SELL,4996.88,4996.88,4983.433537107717,11.52476782233184,971.9220863499852,WIN,2026-02-18 18:19:00,18,NewYork
BUY,4992.089,4988.868076113375,5004.972695546501,-2.915766259049956,969.0063200909352,LOSS,2026-02-18 19:15:00,19,NewYork
SELL,4975.507,4991.2282442269825,4912.622023092068,-2.9070189602728056,966.0993011306624,LOSS,2026-02-18 19:28:00,19,NewYork
BUY,4983.9619999999995,4979.936020688169,5000.065917247321,-2.8982979033919873,963.2010032272705,LOSS,2026-02-18 20:40:00,20,NewYork
SELL,4980.897,4983.729595706108,4969.566617175568,-2.8896030096818115,960.3114002175887,LOSS,2026-02-18 21:16:00,21,NewYork
BUY,4983.839,4981.797315403963,4992.005738384149,-2.8809342006527663,957.430466016936,LOSS,2026-02-18 21:23:00,21,NewYork
SELL,4981.979,4981.979,4974.821641996722,11.489165592203232,968.9196316091392,WIN,2026-02-18 21:31:00,21,NewYork
BUY,4981.347,4976.952868731258,4998.923525074968,-2.9067588948274174,966.0128727143118,LOSS,2026-02-18 23:28:00,23,Sydney
SELL,4975.89,4975.89,4958.150656790164,0.0,966.0128727143118,BE,2026-02-18 23:55:00,23,Sydney
BUY,4970.099999999999,4970.099999999999,4993.444686442203,11.592154472571742,977.6050271868836,WIN,2026-02-19 01:38:00,1,Tokyo
SELL,4968.381,4972.237038052393,4952.956847790431,-2.932815081560651,974.672212105323,LOSS,2026-02-19 02:59:00,2,Tokyo
BUY,4976.382,4976.382,5004.914764183146,11.696066545263875,986.3682786505868,WIN,2026-02-19 03:32:00,3,Tokyo
SELL,4977.64,4981.4136680069705,4962.54532797212,-2.9591048359517607,983.4091738146351,LOSS,2026-02-19 04:51:00,4,Tokyo
BUY,4984.308,4984.308,5002.8088505504265,11.800910085775621,995.2100839004107,WIN,2026-02-19 04:56:00,4,Tokyo
SELL,5014.656,5014.656,5006.008746762375,0.0,995.2100839004107,BE,2026-02-19 07:55:00,7,London
BUY,5013.965,5011.785527835271,5022.682888658917,-2.9856302517012323,992.2244536487095,LOSS,2026-02-19 08:32:00,8,London
SELL,5011.672,5013.7008121775525,5003.556751289788,-2.9766733609461284,989.2477802877634,LOSS,2026-02-19 08:37:00,8,London
BUY,5014.401,5014.401,5024.822599958725,0.0,989.2477802877634,BE,2026-02-19 08:39:00,8,London
SELL,5010.639,5010.639,4985.038700373502,11.87097336345316,1001.1187536512165,WIN,2026-02-19 09:25:00,9,London
BUY,4995.282999999999,4990.911712794568,5012.768148821724,-3.0033562609536495,998.1153973902628,LOSS,2026-02-19 11:11:00,11,London
SELL,4981.755,4992.66269709025,4938.124211639001,-2.9943461921707892,995.121051198092,LOSS,2026-02-19 11:17:00,11,London
BUY,4986.731,4984.702000148053,4994.846999407786,-2.985363153594276,992.1356880444978,LOSS,2026-02-19 12:19:00,12,London
SELL,4985.223,4986.668401799947,4979.441392800212,-2.9764070641334937,989.1592809803643,LOSS,2026-02-19 12:20:00,12,London
BUY,4987.6759999999995,4984.806591213672,4999.153635145311,-2.9674778429410935,986.1918031374232,LOSS,2026-02-19 12:23:00,12,London
SELL,4984.557,4984.557,4972.485542025096,0.0,986.1918031374232,BE,2026-02-19 12:48:00,12,London
BUY,4988.532999999999,4983.542502405543,5008.494990377825,-2.95857540941227,983.233227728011,LOSS,2026-02-19 13:35:00,13,London
SELL,4981.21,4990.353639922224,4944.6354403111045,-2.949699683184033,980.283528044827,LOSS,2026-02-19 14:09:00,14,NewYork
BUY,4989.221,4989.221,5019.316728487751,11.763402336537924,992.046930381365,WIN,2026-02-19 14:46:00,14,NewYork
SELL,5004.921,5004.921,4984.434693340196,0.0,992.046930381365,BE,2026-02-19 16:12:00,16,NewYork
BUY,4988.24,4981.721309909389,5014.314760362444,-2.976140791144095,989.0707895902209,LOSS,2026-02-19 19:08:00,19,NewYork
SELL,4985.349,4985.349,4979.013105938282,0.0,989.0707895902209,BE,2026-02-19 19:44:00,19,NewYork
BUY,4986.891,4986.891,4994.791952276206,11.868849475082651,1000.9396390653036,WIN,2026-02-19 19:53:00,19,NewYork
SELL,4996.099,4999.204355327413,4983.677578690347,-3.0028189171959108,997.9368201481077,LOSS,2026-02-19 21:28:00,21,NewYork
BUY,4999.1089999999995,4996.50974372403,5009.506025103877,-2.993810460444323,994.9430096876633,LOSS,2026-02-19 21:50:00,21,NewYork
SELL,4997.336,4997.336,4992.783575500919,0.0,994.9430096876633,BE,2026-02-19 21:52:00,21,NewYork
BUY,5001.585,4996.410068195437,5022.284727218253,-2.98482902906299,991.9581806586003,LOSS,2026-02-19 23:03:00,23,Sydney
SELL,4995.605,5000.146338584202,4977.439645663191,-2.9758745419758013,988.9823061166245,LOSS,2026-02-19 23:33:00,23,Sydney
BUY,5001.454,4998.225544172476,5014.367823310096,-2.9669469183498736,986.0153591982746,LOSS,2026-02-19 23:39:00,23,Sydney
SELL,4998.459,5000.103022849598,4991.882908601606,-2.958046077594824,983.0573131206797,LOSS,2026-02-19 23:43:00,23,Sydney
BUY,4997.735,4997.735,5019.552852767104,0.0,983.0573131206797,BE,2026-02-20 00:47:00,0,Tokyo
SELL,4999.35,5004.409500361435,4979.111998554263,-2.9491719393620395,980.1081411813177,LOSS,2026-02-20 01:34:00,1,Tokyo
BUY,5003.7919999999995,4999.565706383286,5020.6971744668535,-2.940324423543953,977.1678167577737,LOSS,2026-02-20 02:08:00,2,Tokyo
SELL,4995.043,5001.117040200296,4970.746839198813,-2.931503450273321,974.2363133075004,LOSS,2026-02-20 02:14:00,2,Tokyo
BUY,5000.047,4998.104140472651,5007.818438109393,-2.9227089399225012,971.3136043675779,LOSS,2026-02-20 02:41:00,2,Tokyo
SELL,4997.354,4997.354,4986.6609549458635,0.0,971.3136043675779,BE,2026-02-20 02:48:00,2,Tokyo
BUY,4999.206,4995.328263229454,5014.716947082185,-2.913940813102734,968.3996635544752,LOSS,2026-02-20 03:39:00,3,Tokyo
SELL,4987.172,4996.811095962716,4948.615616149135,-2.9051989906634255,965.4944645638118,LOSS,2026-02-20 03:42:00,3,Tokyo
BUY,4993.856,4993.856,5002.784838311294,11.585933574765741,977.0803981385775,WIN,2026-02-20 04:32:00,4,Tokyo
SELL,5015.847,5022.99495632131,4987.255174714757,-2.9312411944157324,974.1491569441617,LOSS,2026-02-20 07:22:00,7,London
BUY,5018.387,5018.387,5041.288315721657,11.689789883329944,985.8389468274917,WIN,2026-02-20 08:27:00,8,London
SELL,5029.387,5029.387,5013.825944311408,0.0,985.8389468274917,BE,2026-02-20 09:58:00,9,London
BUY,5035.2519999999995,5027.947011331689,5064.47195467324,-2.957516840482475,982.8814299870091,LOSS,2026-02-20 10:36:00,10,London
SELL,5028.798,5032.821491830091,5012.704032679635,-2.9486442899610275,979.9327856970481,LOSS,2026-02-20 11:22:00,11,London
BUY,5025.210999999999,5019.8491371884365,5046.6584512462505,-2.9397983570911443,976.9929873399569,LOSS,2026-02-20 12:45:00,12,London
SELL,5013.664,5046.186022627784,4883.575909488863,-2.930978962019871,974.0620083779371,LOSS,2026-02-20 15:06:00,15,NewYork
BUY,5048.239,5048.239,5110.5501883257075,11.688744100535246,985.7507524784724,WIN,2026-02-20 15:46:00,15,NewYork
SELL,5055.65,5062.834312809829,5026.912748760684,-2.957252257435417,982.7935002210369,LOSS,2026-02-20 17:26:00,17,NewYork
BUY,5065.911999999999,5065.911999999999,5085.057113495498,0.0,982.7935002210369,BE,2026-02-20 17:31:00,17,NewYork
SELL,5067.486,5069.743423221396,5058.456307114414,-2.9483805006631107,979.8451197203738,LOSS,2026-02-20 18:24:00,18,NewYork
BUY,5070.129,5066.9676469518035,5082.774412192785,-2.9395353591611215,976.9055843612126,LOSS,2026-02-20 18:42:00,18,NewYork
SELL,5066.826,5068.872918207469,5058.6383271701225,-2.930716753083638,973.974867608129,LOSS,2026-02-20 18:45:00,18,NewYork
BUY,5071.204,5071.204,5087.762479280684,11.68769841129755,985.6625660194265,WIN,2026-02-20 18:46:00,18,NewYork
SELL,5138.288,5147.59338850405,5101.066445983796,-2.95698769805828,982.7055783213683,LOSS,2026-02-23 00:15:00,0,Tokyo
BUY,5159.6179999999995,5144.173805002925,5221.394779988296,-2.948116734964105,979.7574615864042,LOSS,2026-02-23 00:31:00,0,Tokyo
SELL,5140.727,5146.477906417907,5117.72337432837,-2.9392723847592124,976.818189201645,LOSS,2026-02-23 00:45:00,0,Tokyo
BUY,5148.978,5148.978,5171.218580475354,11.72181827041974,988.5400074720648,WIN,2026-02-23 01:05:00,1,Tokyo
SELL,5160.245,5168.176854539017,5128.517581843932,-2.965620022416194,985.5743874496486,LOSS,2026-02-23 03:14:00,3,Tokyo
BUY,5170.017,5163.941652101652,5194.318391593391,-2.956723162348946,982.6176642872997,LOSS,2026-02-23 03:37:00,3,Tokyo
SELL,5163.53,5163.53,5146.6445909273,11.791411971447596,994.4090762587473,WIN,2026-02-23 04:06:00,4,Tokyo
BUY,5157.965,5157.965,5164.970167445619,0.0,994.4090762587473,BE,2026-02-23 05:57:00,5,Tokyo
SELL,5154.724,5154.724,5137.061556868046,11.932908915104969,1006.3419851738522,WIN,2026-02-23 06:31:00,6,Tokyo
BUY,5139.6849999999995,5139.6849999999995,5169.529080479055,12.076103822086226,1018.4180889959384,WIN,2026-02-23 08:56:00,8,London
SELL,5149.919,5156.098964673878,5125.199141304487,-3.0552542669878155,1015.3628347289506,LOSS,2026-02-23 11:20:00,11,London
BUY,5153.882,5153.882,5169.333973685434,0.0,1015.3628347289506,BE,2026-02-23 12:38:00,12,London
SELL,5154.836,5154.836,5140.3726404641575,0.0,1015.3628347289506,BE,2026-02-23 13:17:00,13,London
BUY,5157.385,5157.385,5185.160281334536,12.184354016747408,1027.547188745698,WIN,2026-02-23 14:16:00,14,NewYork
SELL,5181.691,5195.420839050292,5126.771643798832,-3.082641566237094,1024.4645471794609,LOSS,2026-02-23 16:04:00,16,NewYork
BUY,5202.692,5193.486619718998,5239.5135211240095,-3.0733936415383827,1021.3911535379225,LOSS,2026-02-23 16:14:00,16,NewYork
SELL,5202.424,5209.595177856146,5173.739288575417,-3.0641734606137674,1018.3269800773087,LOSS,2026-02-23 17:14:00,17,NewYork
BUY,5211.6089999999995,5207.4858461985805,5228.101615205675,-3.054980940231926,1015.2719991370768,LOSS,2026-02-23 17:28:00,17,NewYork
SELL,5201.785,5209.374207005723,5171.428171977106,-3.0458159974112307,1012.2261831396656,LOSS,2026-02-23 17:36:00,17,NewYork
BUY,5209.174999999999,5204.427169989693,5228.166320041226,-3.036678549418997,1009.1895045902467,LOSS,2026-02-23 18:03:00,18,NewYork
SELL,5205.293,5208.778381674284,5191.351473302862,-3.02756851377074,1006.161936076476,LOSS,2026-02-23 18:29:00,18,NewYork
BUY,5210.464999999999,5206.940006480301,5224.564974078791,-3.018485808229428,1003.1434502682465,LOSS,2026-02-23 18:33:00,18,NewYork
SELL,5228.803,5231.415235891332,5218.354056434673,-3.0094303508047395,1000.1340199174417,LOSS,2026-02-23 21:45:00,21,NewYork
BUY,5235.487,5235.487,5260.993339069598,0.0,1000.1340199174417,BE,2026-02-23 23:02:00,23,Sydney
SELL,5238.074,5238.074,5228.602010415877,12.001608239009299,1012.135628156451,WIN,2026-02-23 23:58:00,23,Sydney
BUY,5184.196,5173.624111816087,5226.483552735652,-3.0364068844693533,1009.0992212719817,LOSS,2026-02-24 02:35:00,2,Tokyo
SELL,5179.422,5179.422,5155.281762046409,0.0,1009.0992212719817,BE,2026-02-24 03:44:00,3,Tokyo
BUY,5173.5689999999995,5169.01285979828,5191.7935608068765,-3.0272976638159452,1006.0719236081658,LOSS,2026-02-24 05:13:00,5,Tokyo
SELL,5168.087,5171.609993695962,5153.995025216155,-3.018215770824497,1003.0537078373413,LOSS,2026-02-24 05:33:00,5,Tokyo
BUY,5172.442,5169.723530952701,5183.315876189195,-3.0091611235120235,1000.0445467138293,LOSS,2026-02-24 05:35:00,5,Tokyo
SELL,5170.735,5170.735,5166.885401021124,0.0,1000.0445467138293,BE,2026-02-24 05:36:00,5,Tokyo
BUY,5172.313,5172.313,5182.440300812739,12.000534560565951,1012.0450812743952,WIN,2026-02-24 05:42:00,5,Tokyo
SELL,5169.197,5178.635960269168,5131.441158923328,-3.036135243823186,1009.008946030572,LOSS,2026-02-24 06:30:00,6,Tokyo
BUY,5178.992,5171.184235197664,5210.223059209346,-3.0270268380917162,1005.9819191924803,LOSS,2026-02-24 07:20:00,7,London
SELL,5170.662,5177.585542040284,5142.967831838865,-3.017945757577441,1002.9639734349029,LOSS,2026-02-24 08:08:00,8,London
BUY,5179.584,5173.178315496181,5205.206738015274,-3.0088919203047086,999.9550815145982,LOSS,2026-02-24 08:37:00,8,London
SELL,5173.907,5173.907,5167.792517615294,0.0,999.9550815145982,BE,2026-02-24 08:51:00,8,London
BUY,5175.986,5173.2878531992865,5186.7785872028535,-2.9998652445437948,996.9552162700544,LOSS,2026-02-24 09:04:00,9,London
SELL,5171.672,5175.547286163399,5156.170855346402,-2.9908656488101633,993.9643506212442,LOSS,2026-02-24 09:18:00,9,London
BUY,5175.424,5170.769453220661,5194.042187117358,-2.9818930518637328,990.9824575693805,LOSS,2026-02-24 10:03:00,10,London
SELL,5166.987,5174.210695779837,5138.092216880653,-2.9729473727081417,988.0095101966723,LOSS,2026-02-24 10:35:00,10,London
BUY,5174.476,5170.70452563809,5189.561897447639,-2.964028530590017,985.0454816660823,LOSS,2026-02-24 11:01:00,11,London
SELL,5170.643,5170.643,5152.756544387903,11.820545779992988,996.8660274460753,WIN,2026-02-24 12:02:00,12,London
BUY,5135.745,5123.183029804703,5185.992880781186,-2.9905980823382263,993.8754293637371,LOSS,2026-02-24 14:43:00,14,NewYork
SELL,5142.602,5142.602,5128.538001534803,0.0,993.8754293637371,BE,2026-02-24 16:28:00,16,NewYork
BUY,5145.706,5143.369372359475,5155.0525105621,-2.981626288091211,990.8938030756459,LOSS,2026-02-24 16:45:00,16,NewYork
SELL,5141.891,5141.891,5128.626116759002,0.0,990.8938030756459,BE,2026-02-24 16:46:00,16,NewYork
BUY,5150.992,5150.992,5187.377086638704,0.0,990.8938030756459,BE,2026-02-24 17:06:00,17,NewYork
SELL,5158.499,5161.982531202864,5144.564875188542,-2.972681409226938,987.9211216664189,LOSS,2026-02-24 18:30:00,18,NewYork
BUY,5161.976,5158.965671192285,5174.017315230857,-2.9637633649992567,984.9573583014196,LOSS,2026-02-24 18:57:00,18,NewYork
SELL,5158.105,5158.105,5146.937393792992,11.819488299617035,996.7768466010366,WIN,2026-02-24 19:02:00,19,NewYork
BUY,5160.208,5152.285751346063,5191.896994615746,-2.99033053980311,993.7865160612334,LOSS,2026-02-24 20:23:00,20,NewYork
SELL,5157.087,5157.087,5128.869034211149,11.925438192734802,1005.7119542539682,WIN,2026-02-24 21:06:00,21,NewYork
BUY,5148.165,5137.620295169507,5190.343819321973,-3.0171358627619047,1002.6948183912062,LOSS,2026-02-24 23:46:00,23,Sydney
SELL,5141.553,5143.608759974525,5133.329960101899,-3.008084455173619,999.6867339360326,LOSS,2026-02-25 00:16:00,0,Tokyo
BUY,5144.045999999999,5141.689731252581,5153.471074989674,-2.999060201808098,996.6876737342245,LOSS,2026-02-25 00:17:00,0,Tokyo
SELL,5139.363,5143.651962531183,5122.207149875269,-2.9900630212026735,993.6976107130218,LOSS,2026-02-25 00:29:00,0,Tokyo
BUY,5148.563999999999,5142.084444499975,5174.482222000098,-2.9810928321390655,990.7165178808827,LOSS,2026-02-25 00:32:00,0,Tokyo
SELL,5178.251,5185.466162754914,5149.390348980345,-2.972149553642648,987.7443683272401,LOSS,2026-02-25 02:52:00,2,Tokyo
BUY,5186.126,5182.863905086862,5199.174379652552,-2.9632331049817204,984.7811352222584,LOSS,2026-02-25 03:14:00,3,Tokyo
SELL,5182.665,5184.780722644015,5174.202109423938,-2.9543434056667754,981.8267918165916,LOSS,2026-02-25 03:23:00,3,Tokyo
BUY,5187.188999999999,5182.867982247814,5204.47307100874,-2.9454803754497747,978.8813114411419,LOSS,2026-02-25 03:31:00,3,Tokyo
SELL,5181.248,5184.957850281751,5166.408598872993,-2.936643934323426,975.9446675068184,LOSS,2026-02-25 03:42:00,3,Tokyo
BUY,5186.599,5183.062557589232,5200.744769643074,-2.9278340025204552,973.016833504298,LOSS,2026-02-25 03:47:00,3,Tokyo
SELL,5180.606,5180.606,5163.448259547873,0.0,973.016833504298,BE,2026-02-25 03:54:00,3,Tokyo
BUY,5184.098,5181.152536467323,5195.879854130706,-2.919050500512894,970.0977830037851,LOSS,2026-02-25 04:29:00,4,Tokyo
SELL,5180.948,5183.066503729758,5172.473985080971,-2.910293349011355,967.1874896547738,LOSS,2026-02-25 04:38:00,4,Tokyo
BUY,5183.130999999999,5181.121244083633,5191.170023665463,-2.9015624689643214,964.2859271858094,LOSS,2026-02-25 04:42:00,4,Tokyo
SELL,5180.649,5183.106964899764,5170.817140400947,-2.892857781557429,961.3930694042521,LOSS,2026-02-25 04:50:00,4,Tokyo
